tea_id,tea_name,tea_img,tea_price,tea_efficacy,score_average,score_count,side_effect
1,감잎차,img/product/product1.jpg,14000,"감기 예방, 거담 작용, 고혈압 혈당 강하, 당뇨병 예방, 동맥경화 억제, 피부 미용, 노화 방지, 항암 작용, 항염 작용, 향균 작용, 혈액 순환",4.79,233,변비 환자는 섭취를 자제해주세요.
2,감초차,img/product/product2.jpg,10400,"간에 좋음, 강심 작용, 거담 작용, 숙취 해소, 유방암 예방, 천식, 항암 작용, 해독 작용",3.97,1014,고혈압 환자는 섭취를 자제해주세요.
3,강죽차,img/product/product3.jpg,11300,"감기 예방, 변비 개선, 장 운동, 항바이러스, 항산화 작용, 거담 작용",3.16,813,치질 환자는 섭취를 자제해주세요.
4,개암차,img/product/product4.jpg,10000,"기력 회복, 식욕 증진, 시력 개선, 세포 손상 방지, 심혈관 질환 예방",3.09,1231,"치질 환자, 동·정맥류 환자, 궤양 환자는 섭취를 자제해주세요."
5,결명자차,img/product/product5.jpg,13800,"고혈압 혈압 강하, 시력 개선, 변비 개선, 장 운동, 골다공증 예방, 심혈관 질환 예방, 유해한 과산화 지질 분해, 이뇨 작용, 충치 예방, 콜레스테롤 수치 감소, 효소 활성화",3.38,1327,소화기 환자는 섭취를 자제해주세요.
6,계피차,img/product/product6.jpg,10400,"감기 예방, 진통 및 생리통 완화, 항경련, 항바이러스, 항불임, 해열, 향균 작용",4.5,621,"임산부, 월경과다자, 온성인, 치질 환자는 섭취를 자제해주세요."
7,고삼차,img/product/product7.jpg,13700,"이뇨 작용, 항염 작용, 해열, 혈액 순환",3.88,811,비위가 약한 사람은 섭취를 자제해주세요.
8,구기자차,img/product/product8.jpg,11800,"감기 예방, 고혈압 혈당 강하, 다이어트, 돌연변이 억제, 성인병 예방, 수렴 작용, 진정 작용, 체내의 중금속 제거, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 활성산소 제거",3.57,654,소화기 환자는 섭취를 자제해주세요.
9,국화차,img/product/product9.jpg,11500,"감기 예방, 시력 개선, 면역 기능 상승, 불면증 치료, 소염 작용, 콜레스테롤 수치 감소, 피부 미용, 노화 방지",2.54,851,"냉성인, 피부 알러지가 있는 사람은 섭취를 자제해주세요."
10,귤피차,img/product/product10.jpg,12300,"감기 예방, 시력 개선, 변비 개선, 장 운동, 심장 기능 강화, 피부 미용, 노화 방지, 항암 작용",4.08,420,소화기 환자는 섭취를 자제해주세요.
11,곽향차,img/product/product11.jpg,10600,"구취 제거, 위장 기능 강화, 일사병 예방, 향균 작용",4.54,56,온성인 사람은 섭취를 자제해주세요.
12,노각차,img/product/product12.jpg,13700,"간에 좋음, 면역 기능 상승, 전립선 비대증 치료 효과, 항암 작용, 항염 작용, 향균 작용",3.55,397,냉성인 사람은 섭취를 자제해주세요.
13,노니차,img/product/product13.jpg,10100,"세포 재생, 통증 완화, 항암 작용, 항염 작용, 향균 작용, 혈액 순환",2.42,140,고혈압 환자는 섭취를 자제해주세요.
14,녹두차,img/product/product14.jpg,8000,"거담 작용, 고혈압 혈당 강하, 고혈압 혈압 강하, 기력 회복, 당뇨병 예방, 면역 기능 상승, 빈혈 예방, 성장 촉진, 피부 미용, 노화 방지, 항암 작용, 항염 작용, 해독 작용, 향균 작용",4.9,349,"냉성인, 저혈압 환자, 신장 환자, 결석 환자는 섭취를 자제해주세요."
15,누룽지차,img/product/product15.jpg,13900,"뇌혈관 질환 예방, 당뇨병 예방, 면역 기능 상승, 성인병 예방, 소화불량 해소, 숙취 해소, 위장 기능 강화",3.35,915,없음
16,당귀차,img/product/product16.jpg,8300,"빈혈 예방, 치매 예방, 피부 미용, 노화 방지, 혈액 순환",2.98,1408,소화기 환자는 섭취를 자제해주세요.
17,더덕차,img/product/product17.jpg,10600,"거담 작용, 고혈압 혈당 강하, 기력 회복, 돌연변이 억제, 수렴 작용, 진정 작용, 체내의 중금속 제거, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 항암 작용, 항염 작용, 해독 작용, 향균 작용, 혈관 이완, 활성산소 제거",4.04,31,소화기 환자는 섭취를 자제해주세요.
18,대나무차,img/product/product18.jpg,13000,"감기 예방, 거담 작용, 고혈압 혈당 강하, 고혈압 혈압 강하, 다이어트, 돌연변이 억제, 변비 개선, 장 운동, 성인병 예방, 수렴 작용, 심신안정, 진정 작용, 체내의 중금속 제거, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 항염 작용, 해독 작용, 활성산소 제거",3.72,1314,"냉성인, 설사 환자는 섭취를 자제해주세요."
19,대추차,img/product/product19.jpg,11700,"감기 예방, 불면증 치료 예방, 소화불량 해소, 수족냉증 개선, 스트레스 완화, 신경 완화, 이뇨 작용",3.26,415,소화기 환자는 섭취를 자제해주세요.
20,대파차,img/product/product20.jpg,9700,"감기 예방, 시력 개선, 당뇨병 예방, 면역 기능 상승, 비염, 골다공증 예방, 세포 손상 방지, 소염 작용, 스트레스 완화, 신경세포 강화, 심혈관 질환 예방, 피부 미용, 노화 방지, 혈액 순환",3.53,539,"온성인, 소화기 환자, 궤양 환자는 섭취를 자제해주세요."
21,복숭화꽃차,img/product/product21.jpg,12600,"감기 예방, 시력 개선, 당뇨병 예방, 변비 개선, 장 운동, 빈혈 예방, 골다공증 예방, 성장 촉진, 세포 손상 방지, 스트레스 완화, 신경세포 강화, 심혈관 질환 예방, 진통 및 생리통 완화, 치매 예방, 콜레스테롤 수치 감소, 피부 미용, 노화 방지, 항우울",4.69,713,설사 환자는 섭취를 자제해주세요.
22,동백차,img/product/product22.jpg,10900,"인후통, 지혈, 토혈, 이뇨 작용",4.3,568,냉성인는 섭취를 자제해주세요.
23,동과차,img/product/product23.jpg,14000,"기관지 건강, 다이어트, 당뇨병 예방, 부종개선, 심혈관 질환 예방, 피로회복, 피부 미용, 노화 방지",4.77,1295,없음
24,돼지감자차,img/product/product24.jpg,13200,"고혈압 혈당 강하, 다이어트, 당뇨병 예방, 돌연변이 억제, 수렴 작용, 진정 작용, 체내의 중금속 제거, 콜레스테롤 수치 감소, 피로회복, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 혈관 노폐물 제거, 활성산소 제거",2.63,1148,저혈압 환자는 섭취를 자제해주세요.
25,두충차,img/product/product25.jpg,13200,"간에 좋음, 고지혈증 개선, 고혈압 혈당 강하, 관절염, 류마티즘, 면역 기능 상승, 이뇨 작용, 피부 미용, 노화 방지, 항변이원성",2.72,368,냉성인 사람은 섭취를 자제해주세요.
26,두향차,img/product/product26.jpg,10400,"기력 회복, 변비 개선, 장 운동, 성장 촉진",4.69,290,냉성인 사람은 섭취를 자제해주세요.
27,둥굴레차,img/product/product27.jpg,9800,"거담 작용, 기력 회복, 시력 개선, 피부 미용, 노화 방지, 항암 작용, 항염 작용, 향균 작용, 혈관 노폐물 제거",3.4,57,"냉성인, 변비 환자는 섭취를 자제해주세요."
28,들깨차,img/product/product28.jpg,10700,"동맥경화 억제, 골다공증 예방, 세포 손상 방지, 심혈관 질환 예방, 피부 미용, 노화 방지",3.18,1182,"소화기 환자, 설사 환자, 식욕이 부진한 사람은 섭취를 자제해주세요."
29,딸기차,img/product/product29.jpg,10000,"감기 예방, 발기부전, 심장 질환 예방, 치매 예방, 피부 미용, 노화 방지, 항암 작용, 항염 작용",3.17,1096,"냉성인, 설사 환자는 섭취를 자제해주세요."
30,레몬차,img/product/product30.jpg,13900,"감기 예방, 고혈압 혈당 강하, 고혈압 혈압 강하, 동맥경화 억제, 콜레스테롤 수치 감소, 피부 미용, 노화 방지, 혈액 순환",4.72,446,"골다공증 환자, 신장 환자는 섭취를 자제해주세요."
31,루이보스차,img/product/product31.jpg,10000,"당뇨병 예방, 불면증 치료 예방, 소화불량 해소, 심장 질환 예방, 항암 작용",3.95,1421,없음
32,마늘차,img/product/product32.jpg,12300,"감기 예방, 시력 개선, 다이어트, 동맥경화 억제, 빈혈 예방, 성장 촉진, 스트레스 완화, 신경세포 강화, 심혈관 질환 예방, 콜레스테롤 수치 감소, 피부 미용, 노화 방지, 혈관 이완, 혈액 순환",4.61,71,궤양 환자는 섭취를 자제해주세요.
33,마름차,img/product/product33.jpg,11300,"다이어트, 숙취 해소, 항암 작용, 해열",2.98,974,없음
34,매실차,img/product/product34.jpg,10500,"고혈압 혈압 강하, 변비 개선, 장 운동, 식중독 예방, 피로회복, 해독 작용, 향균 작용",3.86,1421,당뇨 환자는 섭취를 자제해주세요.
35,메밀차,img/product/product35.jpg,13000,"고혈압 혈당 강하, 고혈압 혈압 강하, 기억력 상승, 돌연변이 억제, 빈혈 예방, 골다공증 예방, 소화불량 해소, 수렴 작용, 월경증후군 개선, 유해한 과산화 지질 분해, 진정 작용, 체내의 중금속 제거, 충치 예방, 콜레스테롤 수치 감소, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 활성산소 제거, 효소 활성화",3.93,654,소화기 환자는 섭취를 자제해주세요.
36,머위차,img/product/product36.jpg,8200,"고혈압 혈당 강하, 돌연변이 억제, 수렴 작용, 진정 작용, 천식, 체내의 중금속 제거, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 해독 작용, 활성산소 제거",2.49,647,"냉성인, 간 환자, 호흡기 환자는 섭취를 자제해주세요."
37,모과차,img/product/product37.jpg,9300,"고혈압 혈당 강하, 돌연변이 억제, 소화불량 해소, 수렴 작용, 진정 작용, 체내의 중금속 제거, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 활성산소 제거",3.99,509,"변비 환자, 궤양 환자는 섭취를 자제해주세요."
38,무잎차,img/product/product38.jpg,12000,"배탈, 설사, 혈액 순환",4.04,82,변비 환자는 섭취를 자제해주세요.
39,목련차,img/product/product39.jpg,9300,"고혈압 혈당 강하, 돌연변이 억제, 두통, 수렴 작용, 진정 작용, 집중력 강화, 체내의 중금속 제거, 축농증, 피부 미용, 노화 방지, 항바이러스, 항산화 작용, 혈액 순환, 활성산소 제거",4.53,51,꽃가루 알러지 환자는 섭취를 자제해주세요.
40,목향차,img/product/product40.jpg,11200,"고혈압 혈당 강하, 복부 통증 완화, 이뇨 작용, 태아 안정, 향균 작용",1.84,677,"과다복용 시 팔다리의 동통, 구토, 설사, 어지럼증, 피부반점이 생길 수 있습니다."
41,민들레차,img/product/product41.jpg,13500,"간에 좋음, 기관지 건강, 시력 개선, 소화불량 해소, 이뇨 작용",3.14,544,저혈압 환자는 섭취를 자제해주세요.
42,매화차,img/product/product42.jpg,11000,"기침 구토 개선, 소화불량 해소, 숙취 해소, 피부 미용, 노화 방지",3.99,996,위장이나 장이 약한 사람은 섭취를 자제해주세요.
43,박하차,img/product/product43.jpg,13300,"구취 제거, 소화불량 해소, 집중력 강화, 항암 작용, 해열",3.93,692,"냉성인, 임산부는 섭취를 자제해주세요."
44,벚꽃차,img/product/product44.jpg,12300,"기침 구토 개선, 당뇨병 예방, 동맥경화 억제, 백내장 예방, 숙취 해소, 신경장애 방지, 천식, 항불임, 항암 작용",4.55,200,없음
45,보리차,img/product/product45.jpg,10100,"간에 좋음, 거담 작용, 숙취 해소, 항암 작용, 항염 작용, 향균 작용",4.82,1322,냉성인은 섭취를 자제해주세요.
46,비파차,img/product/product46.jpg,9400,"기관지 건강, 당뇨병 예방, 동맥경화 억제, 면역 기능 상승, 백내장 예방, 성인병 예방, 신경장애 방지, 항불임, 항암 작용",4.68,256,호흡기 환자는 섭취를 자제해주세요.
47,사과차,img/product/product47.jpg,8900,"변비 개선, 장 운동, 피로회복",4.24,1470,소화기 환자는 섭취를 자제해주세요.
48,산약차,img/product/product48.jpg,12500,"거담 작용, 기억력 상승, 당뇨병 예방, 동맥경화 억제, 백내장 예방, 신경장애 방지, 월경증후군 개선, 위장 기능 강화, 항불임, 항암 작용, 항염 작용, 향균 작용",2.39,1309,"소화기 환자, 설사 환자는 섭취를 자제해주세요."
49,설차,img/product/product49.jpg,11300,"고혈압 혈당 강하, 신경 완화, 신경 완화",2.54,898,"치질 환자, 동·정맥류 환자, 궤양 환자는 섭취를 자제해주세요."
50,시호차,img/product/product50.jpg,8400,"진정 작용, 진통 및 생리통 완화, 항염 작용, 해열",2.21,339,"간 수치가 높은 사람, 몸에 땀이 많은 사람은 섭취를 자제해주세요."
51,새삼차,img/product/product51.jpg,13800,"관절염, 시력 개선, 당뇨병 예방, 발기부전, 설사, 효소 활성화",4.93,1361,온성인은 섭취를 자제해주세요.
52,생강차,img/product/product52.jpg,12300,"감기 예방, 혈액 순환",3.47,547,"궤양 환자, 임산부, 당뇨 환자, 치질 환자, 생강 알러지 환자는 섭취를 자제해주세요."
53,석류차,img/product/product53.jpg,13300,"탈모 예방, 피부 미용, 노화 방지, 항암 작용",4.98,302,"변비 환자, 임산부, 심장질환자는 섭취를 자제해주세요."
54,순채차,img/product/product54.jpg,12500,"변비 개선, 장 운동, 붓기 완화, 해독 작용, 해열",3.12,1377,냉성인은 섭취를 자제해주세요.
55,소태차,img/product/product55.jpg,10200,"통증 완화, 항염 작용, 해독 작용, 해열, 향균 작용",3.93,487,"냉성인, 임산부는 섭취를 자제해주세요."
56,속단차,img/product/product56.jpg,12500,"관절염, 기억력 상승, 골다공증 예방, 성장 촉진, 월경증후군 개선",4.17,380,근손실이 일어날 수 있습니다.
57,솔잎차,img/product/product57.jpg,12600,"피로회복, 해독 작용, 향균 작용, 혈관 노폐물 제거",4.19,1122,"구토, 메스꺼움, 두통, 설사 환자는 섭취를 자제해주세요."
58,송화차,img/product/product58.jpg,8800,"고혈압 혈당 강하, 기억력 상승, 두통, 신경 완화, 심장 기능 강화, 심장 질환 예방, 월경증후군 개선, 중풍예방",4.03,976,"꽃가루 알러지 환자, 호흡기 환자는 섭취를 자제해주세요."
59,쌍화차,img/product/product59.jpg,9800,"간에 좋음, 기력 회복, 면역 기능 상승, 골다공증 예방, 탈모 예방, 피로회복, 혈액 순환",3.2,269,"고혈압 환자, 고령자, 어린이, 심장 질환자, 식욕부진, 구토, 설사 환자는 섭취를 자제해주세요."
60,쑥차,img/product/product60.jpg,8400,"고혈압 혈당 강하, 시력 개선, 면역 기능 상승, 소염 작용, 소화불량 해소, 진정 작용, 진통 및 생리통 완화, 콜레스테롤 수치 감소, 통증 완화, 항염 작용, 해독 작용, 향균 작용",4.64,262,소화기 환자는 섭취를 자제해주세요.
61,앵두차,img/product/product61.jpg,12200,"감기 예방, 시력 개선, 다이어트, 변비 개선, 장 운동, 부종개선, 소화불량 해소, 스트레스 완화, 신경세포 강화, 심혈관 질환 예방, 피로회복, 피부 미용, 노화 방지, 혈액 순환",3.82,102,"온성인, 저체중 환자, 임산부는 섭취를 자제해주세요."
